"pointid","xcoord","ycoord"
7194,1898721.19597232,2345030.10038269
7195,1898431.43458989,2345076.02681161
7196,1898310.58771381,2345132.70774729
7197,1898725.41387497,2346452.6648783
7198,1898838.46244614,2347628.26481843
7199,1897574.06135011,2344708.04697994
7200,1895695.23856725,2343408.63416186
7201,1895578.98599406,2343250.22756213
7202,1895650.34343899,2343028.13572231
7203,1895638.28393139,2343987.72922644
7204,1897427.34505774,2338352.34787856
7205,1896560.05071171,2337622.90171932
7206,1897555.51243843,2335760.14954658
7207,1898398.7324693,2338087.19871163
7208,1898126.83389812,2336415.29945904
7209,1898542.53515983,2337814.71624008
7210,1898540.19295836,2337821.86434458
7211,1902724.89469294,2344666.73935393
7212,1905037.42594885,2346030.23101235
7213,1905231.75217119,2346032.50261378
7214,1903639.4179687,2346226.56223596
7215,1904741.61186261,2347926.30570607
7216,1903299.27355455,2351103.21780617
7217,1903698.08950564,2350747.11158197
7218,1903064.96960704,2351062.86358076
7219,1902758.8245143,2351360.46726813
7220,1902533.23557227,2352735.72693395
7221,1902173.06304552,2353217.54563729
7222,1901875.55825822,2353646.52160737
7223,1899611.36703274,2354130.26951192
7224,1900222.81411769,2354750.51120241
7225,1901155.82460509,2353302.34809068
7226,1900762.74525762,2352879.32392436
7227,1899676.94177403,2352242.81122363
7228,1899550.10189417,2352126.59875046
7229,1900317.28297717,2352105.59803724
7230,1902473.73803481,2351460.30993098
7231,1900583.90124502,2351312.86733816
7232,1902213.46667096,2351481.98634463
7233,1901335.43501817,2351084.88589463
7234,1903072.72441192,2350534.75334828
7235,1901815.55762044,2350042.47283835
7236,1900560.95233058,2350378.85085013
7237,1901684.95263822,2349661.59549856
7238,1901682.5373367,2348366.13948298
7239,1900634.45117685,2350086.10906582
7240,1902636.39183722,2345975.45337786
7241,1904164.48229926,2354545.38677327
7242,1903645.41027247,2352490.14247934
7243,1905942.84581887,2357993.08374385
7244,1905871.42087391,2357908.49879059
7245,1904956.87819814,2356848.4281232
7246,1904625.62438959,2356562.27284305
7247,1906797.85445717,2359211.44301089
7248,1906823.82427352,2359149.41757184
7249,1906811.95296604,2359507.65629738
7250,1908849.4484488,2361606.01221845
7251,1908720.35116752,2361436.52931175
7252,1908461.7352047,2361047.35266673
7253,1907540.3155246,2360449.72979049
7254,1907329.8546921,2360262.45917259
7255,1907373.61941965,2360191.70912804
7256,1907541.56272538,2360447.53728911
7257,1909043.92317123,2361660.05395247
7258,1909573.06530437,2361874.60178755
7259,1910932.71666037,2363939.32288744
7260,1914292.83697581,2361497.1217499
7261,1914946.36358725,2366190.41020467
7262,1916616.41443867,2362973.5163794
7263,1911933.01399013,2365288.22833668
7264,1909376.24068045,2359278.22485294
7265,1908802.86811947,2359511.41489975
7266,1910109.56934213,2357650.79572835
7267,1910348.5686926,2357444.43669843
7268,1910427.44664226,2357617.16360718
7269,1911050.10143427,2357601.97019761
7270,1910640.97307669,2360886.42336542
7271,1911251.50816107,2361125.9213162
7272,1914711.32593928,2359315.83497662
7273,1915206.53645105,2360122.29658434
7274,1915023.82983602,2359806.7831857
7275,1914814.40760418,2359371.03021136
7276,1915283.75009966,2360214.49854239
7277,1915341.51053603,2360256.82826904
7278,1919810.95814987,2352378.17220885
7279,1919591.18101151,2351327.57794742
7280,1916733.76061255,2354312.06652638
7281,1917528.21321272,2354062.5706693
7282,1917649.12278884,2353842.59843081
7283,1918561.47466323,2355127.06753948
7284,1916570.66260987,2355405.26251462
7285,1916578.87861504,2355280.69093619
7286,1919090.63559638,2355440.83493702
7287,1923589.85402897,2354638.33973179
7288,1924799.21089035,2356895.1310526
7289,1923071.09720237,2356815.3811024
7290,1923075.95880543,2356642.47439354
7291,1921832.78752276,2354324.26323405
7292,1921780.19828966,2355822.82117751
7293,1921788.02839458,2355822.31547719
7294,1922144.22551884,2353989.04952301
7295,1923950.19915583,2353956.68620264
7296,1920624.18446186,2353919.80727942
7297,1921962.62940451,2353074.84574745
7298,1922077.81087703,2352795.35417149
7299,1922073.39627425,2358050.25657984
7300,1922227.80467146,2360445.52488784
7301,1922891.1883891,2358323.77265204
7302,1923352.39057947,2358198.0741729
7303,1923616.01304543,2357958.93492235
7304,1923813.76526994,2359209.58540972
7305,1923165.55096184,2359918.38625597
7306,1923152.10445337,2360094.39586678
7307,1925021.78423047,2358273.46092036
7308,1920803.23107458,2358667.15616822
7309,1919749.06581091,2358494.56065956
7310,1919784.74763337,2358569.49880674
7311,1919625.24683296,2362539.44270611
7312,1919814.79345229,2358727.59150627
7313,1920279.1033446,2358774.21113562
7314,1919823.0726575,2358592.48812122
7315,1921220.13583706,2360899.51837366
7316,1921277.33187306,2360233.33925425
7317,1917491.70098973,2359515.1443021
7318,1914159.73519201,2353249.37915733
7319,1913212.66549576,2353781.98719265
7320,1913195.7323851,2355416.3386216
7321,1913113.68593345,2351835.81256739
7322,1914829.51621369,2350355.82393563
7323,1915765.37970288,2349282.25715974
7324,1918194.62733227,2344568.74509224
7325,1916103.80461595,2347117.64189695
7326,1918418.23197305,2343656.98671822
7327,1913501.94227788,2348709.48459914
7328,1912559.07548428,2349898.70374784
7329,1897381.5403289,2350012.9994198
7330,1898030.97903777,2348762.56353255
7331,1896936.1509485,2350367.92534325
7332,1896910.17393214,2352138.82145816
7333,1897293.62037355,2350383.84335327
7334,1897398.63933967,2350731.96097243
7335,1896511.92958142,2350504.00202892
7336,1895960.16013404,2349832.73610631
7337,1896309.47485396,2350316.03631058
7338,1896334.4875697,2350620.31010214
7339,1895720.68468327,2352981.95898897
7340,1894993.48892545,2352097.87933238
7341,1919838.07466694,2350313.25310883
7342,1917582.55494693,2349532.78481746
7343,1917536.09421768,2349613.36316819
7344,1917503.49109715,2349722.26333676
7345,1895179.7185427,2350227.45105481
7346,1895635.41622959,2348764.869234
7347,1905721.74567968,2345108.50373205
7348,1906071.74930003,2337142.49551686
7349,1905905.83869557,2346797.10669515
7350,1905803.11943091,2346771.24097887
7351,1905769.05980946,2346741.20345996
7352,1905688.99225906,2346562.88434769
7353,1905207.25305577,2346410.38265168
7354,1916954.34995143,2358874.77609894
7355,1916576.9130138,2360433.28118013
7356,1918818.5904251,2350640.5736149
7357,1917422.01614586,2349900.66204907
7358,1895855.75826831,2348778.00524228
7359,1897724.76634499,2348646.09885923
7360,1897420.88085367,2346583.94186095
7361,1897485.22119418,2348543.7605948
7362,1915759.74389933,2347012.49863076
7363,1915801.74832578,2347376.50075993
7364,1907303.75047566,2359514.49520169
7365,1906841.7515848,2359080.49102845
7366,1896579.75492412,2356014.49369818
7367,1896621.74745056,2356028.49270699
7368,1896985.74927972,2355832.5022836
7369,1898287.74959943,2354614.50101678
7370,1898945.75121369,2356378.50592735
7371,1896285.74913902,2356308.49798327
7372,1896039.58798404,2356640.26789215
7373,1896047.99288934,2356631.04978635
7374,1894904.24436926,2356248.75194566
7375,1894535.75183727,2356168.49849514
7376,1894017.74781115,2355510.49568087
7377,1894467.88659454,2356086.91684377
7378,1893583.26613761,2356430.16125987
7379,1891875.7421626,2356728.49404769
7380,1891896.75117582,2356721.49974329
7381,1892344.91495797,2356969.99339974
7382,1892456.75352839,2357001.49521957
7383,1892293.72272575,2356822.66060698
7384,1893219.74550875,2356770.49987414
7385,1880535.57852313,2362174.49957636
7386,1880601.97986493,2362052.75349971
7387,1881754.56099057,2361535.06507378
7388,1882064.38278562,2361543.42777905
7389,1881034.35983715,2361588.24620727
7390,1881450.41649909,2361399.00778813
7391,1880610.6615704,2361986.38975793
7392,1881655.74972836,2361460.49442684
7393,1882866.74439077,2360123.4995851
7394,1880530.64022002,2363565.93325237
7395,1879534.89579313,2364467.67052008
7396,1879096.19861693,2365062.32229445
7397,1878925.74740962,2365632.49705342
7398,1878143.71551728,2365663.85697316
7399,1877610.04898129,2366306.06767748
7400,1877561.28515059,2366586.41225398
7401,1877413.70145768,2369531.06840786
7402,1877674.37012179,2368047.80247403
7403,1877581.74656348,2367886.49187248
7404,1877306.66059029,2371103.79559801
7405,1876674.24549213,2371787.29462832
7406,1874365.4774386,2381193.81595042
7407,1874564.86436412,2380956.14170078
7408,1874635.33570849,2380787.17439441
7409,1874150.78800343,2381419.76589267
7410,1873693.23721537,2383252.9616468
7411,1872755.27212485,2383407.39574403
7412,1872959.39345336,2384659.28433218
7413,1873083.78293167,2386023.04909077
7414,1873331.74758779,2387046.03053482
7415,1872993.25197468,2389730.44382485
7416,1872944.07334372,2389876.27851667
7417,1873642.58298348,2391190.11024382
7418,1872854.41168727,2394031.42003263
7419,1872107.443917,2396406.20682774
7420,1872098.42621132,2395979.78185927
7421,1871459.44430903,2397707.10644675
7422,1869798.75906351,2398540.62857151
7423,1868218.4642686,2402077.80049842
7424,1870069.13223373,2390972.39100675
7425,1868395.2492799,2391702.73206655
7426,1867029.95452034,2394722.43076768
7427,1865267.7326109,2398961.69943661
7428,1867262.4213667,2391814.01833662
7429,1867176.55731264,2391898.07028953
7430,1866375.11310807,2392497.22736675
7431,1865993.58476787,2392399.88950546
7432,1864936.66190246,2392551.04410063
7433,1864616.64940099,2392719.2047065
7434,1860792.19689322,2394739.42897838
7435,1859827.64008595,2395139.28683012
7436,1855882.58300225,2399958.74686432
7437,1854090.72367414,2403066.94172116
7438,1873475.47237827,2378148.79583335
7439,1876140.35005601,2375786.07674585
7440,1870870.108038,2380631.75809656
7441,1869700.64170174,2380776.08758743
7442,1868874.31768151,2381234.81177623
7443,1868238.92718148,2381814.6806413
7444,1866443.27835099,2383349.87440781
7445,1873630.17337567,2373221.00923095
7446,1873138.1472659,2373380.74893152
7447,1872859.09409022,2373646.07449856
7448,1868695.32306882,2376687.97901366
7449,1867353.03852375,2377727.26696797
7450,1866718.91702452,2378678.94466712
7451,1866390.81351796,2378963.64454636
7452,1865489.30695039,2380541.78803992
7453,1864538.46895177,2382360.51988494
7454,1864494.24282392,2382444.37703774
7455,1861685.91905588,2388256.3442968
7456,1877035.12501933,2366653.4761962
7457,1875041.8150644,2366571.9857449
7458,1873316.25867803,2367350.94833531
7459,1875018.00894941,2366579.73104977
7460,1873068.94362233,2367289.55189666
7461,1872200.13277535,2367975.70362864
7462,1872069.4926931,2368103.9818094
7463,1871934.85810834,2368038.92026844
7464,1871090.03277646,2367850.17514961
7465,1871033.83714108,2367751.91168775
7466,1870037.14951359,2367923.31189566
7467,1869542.72460232,2368438.16151979
7468,1869415.50232222,2368720.12229731
7469,1868841.39566078,2369273.13514547
7470,1867827.70572259,2369370.09230651
7471,1867366.95313251,2371012.17644032
7472,1865779.0410328,2372830.9925854
7473,1865366.52727309,2372701.56440392
7474,1863441.16386094,2371820.60304929
7475,1859012.67447288,2379630.52946621
7476,1859139.01235241,2381986.12664923
7477,1858999.25696443,2382365.16458787
7478,1892190.27266062,2355887.38481815
7479,1891834.67853674,2356713.11593801
7480,1891989.7938344,2355235.79670793
7481,1892367.80797239,2355750.02243167
7482,1891840.60634048,2355187.7850777
7483,1891791.67870967,2355175.49446997
7484,1891562.34076529,2355115.24703204
7485,1890138.58366893,2355314.68055759
7486,1888716.68327374,2355441.55653747
7487,1886791.32596158,2356099.64735179
7488,1888561.20327585,2355418.79902314
7489,1886454.67994964,2356021.40400253
7490,1886104.00632887,2355905.4036295
7491,1885838.14386148,2355981.74987756
7492,1885318.23173416,2356464.09708124
7493,1884894.68246751,2356348.46990844
7494,1882602.54482444,2356127.53766935
7495,1878826.64694723,2354482.46613365
7496,1879011.63666369,2354709.27497645
7497,1886158.02386287,2352493.06288118
7498,1886125.97414269,2352224.22631193
7499,1884561.28955761,2350831.88883535
7500,1884153.59260093,2350778.15190152
7501,1881254.49517574,2353526.71073193
7502,1894012.40040778,2355445.78544013
7503,1893056.46220595,2353639.32130283
7504,1893040.0277956,2352482.7773747
7505,1893078.35411973,2351833.1196657
7506,1893043.77869796,2350769.56739611
7507,1892911.47311467,2350644.04751709
7508,1890540.57662201,2348802.63395778
7509,1890678.46980882,2347094.8472826
7510,1862534.75239028,2383090.11304427
7511,1862881.03910829,2382770.22384288
7512,1859634.53056438,2385845.81087919
7513,1869475.9817603,2393540.78242374
7514,1868495.06524274,2395085.13969603
7515,1867722.76255652,2397013.8543103
7516,1867417.53916436,2397572.82456221
7517,1862037.47757721,2390967.27630353
7518,1860634.83409414,2391869.54737158
7519,1859730.52662482,2392321.04945583
7520,1858438.33371129,2391411.95518349
7521,1857445.89608647,2392353.76547643
7522,1856881.85343137,2393979.11659971
7523,1857388.1233501,2392339.53486747
7524,1857105.04127188,2380436.75177379
7525,1868653.74574264,2373776.87318091
7526,1866432.44604417,2376911.11655414
7527,1866245.92352674,2376311.51357665
7528,1865643.99004778,2376212.07421404
7529,1861738.73038913,2380264.97606564
7530,1864226.68025548,2377319.02141095
7531,1873373.49341407,2378648.8902482
7532,1873129.98556076,2379048.33089968
7533,1872019.63316171,2381175.29313876
7534,1872027.67116677,2381121.96830518
7535,1871567.05267678,2382464.42335036
7536,1872820.66146602,2373957.95349491
7537,1872392.65459656,2374718.50747373
7538,1871747.5269904,2376123.28865815
7539,1871296.96370674,2376807.06138863
7540,1869865.34790543,2378667.25795976
7541,1868264.55189762,2379742.46433668
7542,1871765.54440175,2370605.40978424
7543,1871236.82406888,2371530.66986675
7544,1869728.30061915,2372779.07795272
7545,1871180.91243368,2371651.15634261
7546,1864768.66149669,2367743.84888267
7547,1865554.94509172,2367662.8836317
7548,1863401.63623605,2367216.25435051
7549,1863010.38598973,2366400.1328367
7550,1861468.24021883,2367302.75240497
7551,1860401.02094694,2367543.81145673
7552,1870355.31981391,2382150.44825269
7553,1867992.61092641,2384053.32325069
7554,1868029.41764958,2384009.77502327
7555,1868186.42654843,2383869.61823503
7556,1866111.91164237,2385501.51336243
7557,1879463.28864804,2361854.5042749
7558,1880506.90520508,2362174.08047609
7559,1878711.20147455,2362371.39850032
7560,1877024.07651238,2363670.70081832
7561,1876651.06657754,2364147.25901835
7562,1876298.68685569,2364331.19803416
7563,1874928.01039275,2364857.89566575
7564,1876879.5694214,2379507.42098871
7565,1876814.85818066,2378845.75857214
7566,1878634.28512612,2379057.71590558
7567,1879225.39749827,2379452.02795383
7568,1878103.35739187,2382224.13919908
7569,1878124.98520548,2382084.61851124
7570,1878073.26447292,2381349.99714874
7571,1878094.72088643,2382269.41522758
7572,1877976.70681213,2383059.38462493
7573,1877988.66521966,2383283.6157661
7574,1877985.30851755,2383116.97736119
7575,1877926.11248028,2383347.12760608
7576,1877980.32421441,2383107.68675534
7577,1876694.27480474,2385325.3127515
7578,1876102.47473216,2385887.05930516
7579,1875817.78345293,2386740.99574278
7580,1875682.21026758,2387874.24305624
7581,1874953.13520857,2389471.31686171
7582,1885709.83828071,2359641.62118172
7583,1887236.29984173,2357930.73080459
7584,1887262.74715838,2357897.50268367
7585,1883573.38813565,2363161.49039774
7586,1883878.93172802,2363616.70428433
7587,1882029.53036368,2366807.10279292
7588,1881766.73309823,2359453.81936349
7589,1882822.06886264,2360103.02777221
7590,1876215.4707033,2359712.46912633
7591,1876035.1797898,2359883.77813418
7592,1879583.4681237,2367854.87985257
7593,1878951.38622576,2365708.81210147
7594,1879575.29221856,2368013.57485248
7595,1879740.43652253,2373228.09403541
7596,1874662.76692576,2391469.55131975
7597,1874574.23087002,2393272.86445507
7598,1874621.11139954,2394530.28724671
7599,1874024.91712419,2397817.108916
7600,1873976.94089398,2396447.45695371
7601,1898088.13497376,2356883.16334507
7602,1898859.71535952,2356409.72914701
7603,1896936.950749,2361883.55839319
7604,1895646.74933672,2358704.03049144
7605,1895999.84425902,2356862.50183206
7606,1896037.57318278,2356666.30570854
7607,1896038.44648333,2356655.01730143
7608,1895715.26547986,2359736.4112414
7609,1861002.29492549,2365379.41259408
7610,1861621.01251502,2364996.69465313
7611,1876879.02502106,2389914.88654097
7612,1877901.47976477,2388801.49974001
7613,1878053.61596055,2388617.97152447
7614,1878419.82559111,2387686.83253825
7615,1877006.28140118,2388542.54107698
7616,1870314.15348799,2353192.71102166
7617,1870527.94972259,2353127.22088043
7618,1870716.16884109,2352986.85769206
7619,1892998.20116927,2364209.03515725
7620,1893057.30450648,2363983.93611553
7621,1893136.56565638,2363626.78859068
7622,1893676.15989609,2363000.27109624
7623,1900138.33896451,2355470.27225555
7624,1901510.26932824,2355775.11174747
7625,1901528.74833988,2355811.50377038
7626,1898897.97358361,2353160.07500111
7627,1898260.070982,2354592.65070302
7628,1895901.30259698,2353836.89702722
7629,1896583.48752647,2355956.91576193
7630,1895004.38173231,2354550.44287645
7631,1894558.62625167,2356139.34047678
7632,1892664.3786591,2353129.45398183
7633,1888658.46893709,2352114.70464297
7634,1891790.88510917,2351958.04464434
7635,1889848.8133865,2351224.1489823
7636,1890834.24180689,2350583.17057876
7637,1889527.12228397,2350561.9523654
7638,1890564.12393684,2347000.59962327
7639,1888281.83149996,2345756.98754032
7640,1889409.93171019,2347892.25978463
7641,1887843.63122408,2349219.26342008
7642,1888136.2311083,2351695.2523789
7643,1891835.60703733,2348285.87393244
7644,1892055.40347571,2348698.80729241
7645,1891929.7530966,2345549.97130999
7646,1893777.31615978,2350323.5381153
7647,1893707.72031596,2348591.86002508
7648,1894454.82818632,2351788.55083764
7649,1894320.18450155,2352345.44118824
7650,1883907.04764572,2358013.86905693
7651,1879636.80875729,2357133.3724026
7652,1873458.93776786,2357926.63260201
7653,1873367.96941059,2358146.50004043
7654,1869945.08165563,2361536.56527473
7655,1868576.27099386,2360045.09323574
7656,1879262.43002159,2351332.43865048
7657,1878822.48874461,2353094.32355972
7658,1878387.890571,2352227.45511396
7659,1878428.52279658,2353257.4202624
7660,1876462.00235851,2351965.41574899
7661,1876206.06349738,2354273.69210222
7662,1875052.79897131,2354050.60016176
7663,1875493.72534891,2354797.82133219
7664,1874180.53502216,2353104.01186582
7665,1874223.73284936,2353275.49677378
7666,1876729.35312683,2350197.52093597
7667,1875055.22597284,2353297.49508763
7668,1872437.68842491,2353580.43396576
7669,1873778.09196879,2356274.53626189
7670,1873324.97118352,2359021.22999114
7671,1871030.78433916,2362786.37756158
7672,1873951.97617827,2360254.68416769
7673,1869490.84906966,2361837.47746417
7674,1869329.82096828,2363009.62440213
7675,1869226.41290317,2363352.85351822
7676,1868345.02354828,2365049.66818649
7677,1869300.02674952,2363265.73776337
7678,1868992.03745562,2363239.31924674
7679,1867632.91559995,2363520.45762374
7680,1867372.23943584,2363500.7113113
7681,1867000.54420183,2363522.7875252
7682,1867335.52121272,2364725.21278222
7683,1867659.77811686,2360972.25901946
7684,1868049.08206196,2361834.57996235
7685,1867851.11953733,2359768.37966153
7686,1871444.34709953,2357497.56503188
7687,1870973.74060325,2358084.30240127
7688,1870415.79675198,2358520.23557573
7689,1868050.13806262,2358829.70067056
7690,1868890.0271914,2358427.96121763
7691,1866994.83649823,2359647.9315857
7692,1871029.49363835,2356519.64621621
7693,1871399.96247159,2354231.93137592
7694,1871351.74854123,2354180.50404355
7695,1870305.22358237,2353783.46999358
7696,1871413.70838024,2354061.41136857
7697,1870163.68549326,2356101.68785307
7698,1870576.93125343,2356154.25498617
7699,1870803.32659596,2356268.45885807
7700,1870582.59585699,2356151.81408463
7701,1868170.38503833,2356602.39886831
7702,1869474.93265964,2356058.55472592
7703,1869498.5425745,2355962.84706566
7704,1869385.14900311,2356422.22795488
7705,1869722.89031575,2355054.0354935
7706,1871296.00570614,2354148.13862317
7707,1874870.45435651,2359497.15369077
7708,1877144.31188808,2358546.41379221
7709,1884107.42147187,2354996.29305715
7710,1883808.66958378,2354964.33343703
7711,1883576.61443768,2354956.80143228
7712,1884182.80821933,2354943.84192412
7713,1884149.95319865,2354803.93153604
7714,1884497.62151753,2354052.21556278
7715,1884152.76670042,2353336.80981238
7716,1883721.11732866,2352918.73974917
7717,1881091.82177332,2350632.25720966
7718,1879780.54244778,2351653.42395256
7719,1879862.25259922,2350706.51475642
7720,1883948.71217195,2350629.78560811
7721,1883702.15171672,2348157.20975144
7722,1883656.97078827,2348077.46740124
7723,1883808.31198356,2348001.70735354
7724,1884458.0236926,2347551.52917012
7725,1883450.19065809,2349926.2805652
7726,1882240.04159622,2349723.42093748
7727,1882276.64841926,2349418.90134577
7728,1883118.7149494,2348518.38407882
7729,1882365.36797512,2347532.83525835
7730,1881127.05619551,2346208.11252434
7731,1881959.3496195,2349901.48824959
7732,1881020.23112825,2348282.11553008
7733,1880086.82644061,2349246.90843748
7734,1881211.93374895,2348630.14854919
7735,1881171.85862371,2348812.57956404
7736,1883411.63303382,2347579.08018746
7737,1883489.00368253,2347434.88479668
7738,1886405.2176185,2349370.95641558
7739,1886331.48997208,2348746.50882245
7740,1886247.85331943,2348580.80731812
7741,1887482.76149689,2350589.67968286
7742,1888664.5221409,2354677.60635651
7743,1887968.45510267,2352120.07304635
7744,1889305.92674471,2353171.30570818
7745,1890229.30362604,2355242.31681204
7746,1890486.93908824,2355345.74767715
7747,1880739.3171514,2358555.90249818
7748,1880026.71030276,2358054.93618279
7749,1878129.88320857,2357937.2616087
7750,1873999.89870844,2363423.3495626
7751,1877214.45443224,2362453.15725179
7752,1878450.6207105,2360907.54297871
7753,1876484.2220725,2362232.3902128
7754,1876071.94231294,2361097.12549807
7755,1874215.5445442,2361308.269831
7756,1875076.57718629,2362101.70543053
7757,1874797.31441047,2362944.10406088
7758,1874960.52571322,2363145.34558757
7759,1873187.47319695,2362873.86711666
7760,1880941.84977891,2365983.98607471
7761,1877558.19684865,2367918.85269285
7762,1874296.04049488,2369439.43775017
7763,1878626.80872142,2371681.78546189
7764,1878776.13971543,2374767.10700433
7765,1878409.18458441,2375711.42579885
7766,1879047.31318616,2377079.00615984
7767,1879974.09206963,2381118.26970285
7768,1879789.73855357,2381588.84819912
7769,1877799.47690055,2382285.72573785
7770,1875952.96333804,2383105.12835373
7771,1876090.00832431,2384627.47951216
7772,1876751.14804055,2382088.81281388
7773,1876011.76577505,2382176.65566919
7774,1875327.45004423,2380252.65955789
7775,1875047.16426777,2382574.77611983
7776,1875169.77844496,2380439.26637537
7777,1874919.28638726,2384326.42222262
7778,1874634.51850798,2385222.50218677
7779,1874710.05405553,2386018.3226878
7780,1874923.85249013,2391360.50035109
7781,1875614.76912512,2392422.15341948
7782,1875106.50280512,2390267.94986325
7783,1874962.14341424,2395210.12177471
7784,1874574.53937022,2396596.23314737
7785,1875043.61896554,2395206.62147251
7786,1875870.37648604,2396486.24527813
7787,1877020.84811035,2394825.28923243
7788,1873696.86371765,2393905.93655363
7789,1873735.33294187,2394526.52864434
7790,1873360.55420592,2395974.28675581
7791,1873021.85779269,2397510.21392279
7792,1873786.82637429,2399101.21102444
7793,1873465.11727175,2398678.99015862
7794,1872778.51173948,2399538.36969966
7795,1869867.95030707,2402389.80229485
7796,1870907.78376172,2399363.74268972
7797,1871043.5490472,2399068.22880368
7798,1867272.86787327,2400277.74876516
7799,1871006.45602385,2394352.52053479
7800,1870274.94806331,2395414.16920318
7801,1870187.30790813,2395442.45622098
7802,1867939.65739307,2397899.99836819
7803,1869803.27976635,2395599.79842004
7804,1867513.30282465,2398339.33104478
7805,1870097.17365138,2395481.76624573
7806,1870827.28891104,2395663.32326004
7807,1870675.02741519,2396969.83138258
7808,1869518.36148698,2397009.28320742
7809,1870293.79217517,2395530.49287641
7810,1869889.58042069,2394944.55160752
7811,1865901.0312096,2393872.98673289
7812,1864574.99767477,2394114.66138504
7813,1864020.67302578,2394809.14402227
7814,1860383.34723581,2395317.44684228
7815,1859966.04607309,2396641.3923758
7816,1859948.83936226,2397527.39323361
7817,1860572.79305508,2397339.97161561
7818,1861789.37692101,2397447.27648317
7819,1861220.68466298,2397548.32404678
7820,1863009.08038891,2396201.46879884
7821,1861541.16756475,2398373.32786619
7822,1860999.43542369,2397601.35998017
7823,1861455.53451084,2398707.63407665
7824,1859750.1935372,2398054.86046569
7825,1858925.65291809,2398792.96973038
7826,1858868.73718226,2399655.89507366
7827,1859475.00176394,2397277.98457658
7828,1859241.18341674,2397514.88532573
7829,1859743.47333297,2395924.97992477
7830,1859594.68543929,2396082.9180242
7831,1859636.34346552,2395914.16911796
7832,1854935.75650616,2399813.34227278
7833,1856199.50820178,2396251.68203045
7834,1853261.50145209,2400842.24922055
7835,1854092.99807557,2400451.43517451
7836,1860156.51919301,2393807.10749141
7837,1859483.13076906,2392855.28149217
7838,1858831.69825894,2393394.07683138
7839,1857628.98800174,2393762.32406322
7840,1855608.15922948,2390691.52892993
7841,1861945.9659196,2389796.06656617
7842,1861358.87374998,2388936.42292496
7843,1861063.56146406,2390132.74297813
7844,1864550.57665939,2391267.26049239
7845,1865119.55441761,2390892.23985629
7846,1865965.76865036,2391202.40285156
7847,1866463.70366385,2390799.20729772
7848,1868527.05886288,2389725.69512186
7849,1867966.87601021,2389478.65076633
7850,1870231.17853575,2385583.71401418
7851,1868730.05469068,2386411.85213555
7852,1867612.16248688,2387220.06474438
7853,1868715.21488134,2386432.30894843
7854,1863792.65938223,2390454.81038089
7855,1866485.8718778,2389787.96426107
7856,1865649.40545119,2387741.67767278
7857,1863848.81791759,2389254.42482516
7858,1865582.69540919,2387696.1283441
7859,1863639.77018597,2388472.8420331
7860,1865862.07508508,2385879.40360034
7861,1866822.59198979,2386315.43517485
7862,1870058.81352723,2383952.4886872
7863,1872311.06634519,2383499.98700232
7864,1870998.89981909,2384512.49703977
7865,1872227.0616923,2383566.06384392
7866,1872884.61040628,2382425.29712573
7867,1868763.2791116,2382666.6893777
7868,1865960.9038473,2385292.78073102
7869,1866932.86275922,2381503.54854542
7870,1867550.49594806,2381351.33054958
7871,1874733.27497015,2374851.70365759
7872,1874934.97949714,2374280.00019766
7873,1874106.21287537,2376068.65792375
7874,1873659.12089389,2371051.89566533
7875,1874287.42938946,2374416.96088389
7876,1872924.90463165,2374281.55429864
7877,1872874.35659983,2374516.66684666
7878,1872079.53979943,2377781.17460191
7879,1871416.43528195,2378053.8840736
7880,1870791.98398882,2379144.96486051
7881,1870165.39719434,2379574.25943079
7882,1870055.40562509,2379818.30418443
7883,1867133.38078546,2380926.34428202
7884,1863901.60545082,2386957.34697898
7885,1858253.53319494,2388658.0442497
7886,1861847.35865752,2386957.64307917
7887,1862553.79710227,2385337.11125893
7888,1860162.52449679,2383682.44611719
7889,1862364.33078299,2381284.53340753
7890,1863166.57218806,2381613.49421464
7891,1860384.22753637,2381899.30049457
7892,1860617.35888314,2380853.43363612
7893,1863924.96216552,2379281.21334629
7894,1863930.56696905,2378518.58676616
7895,1864562.9795672,2375956.71565328
7896,1866383.53681337,2376040.06480575
7897,1866664.85339049,2375514.49667487
7898,1867570.00936035,2374361.36644889
7899,1866512.79529475,2374409.68697931
7900,1868348.36375038,2374430.85249263
7901,1867167.01200663,2376382.20352115
7902,1872871.60269809,2371009.17113843
7903,1870208.6965216,2371022.40054676
7904,1872398.2872001,2369742.85614119
7905,1871218.54065737,2369876.72012547
7906,1870499.03430438,2369811.3311843
7907,1867089.03585754,2373282.86426989
7908,1864889.60477284,2374633.55282025
7909,1861886.66038226,2372745.20073139
7910,1860196.03001789,2373101.88855595
7911,1858237.48188483,2373279.57126782
7912,1857850.76934137,2371128.30651344
7913,1854829.94203954,2370118.33237758
7914,1859177.44557661,2375484.86095621
7915,1859033.13308575,2375670.61547315
7916,1859178.16917707,2375494.20506209
7917,1858790.10683275,2376258.67524338
7918,1858406.93179151,2376920.28165991
7919,1856116.77264969,2377951.20440895
7920,1855986.14696745,2377826.99373075
7921,1858080.08448574,2373296.23357831
7922,1852697.90699726,2377767.77549347
7923,1856611.11276092,2373151.6728873
7924,1855298.38393446,2372560.93601538
7925,1852330.92426622,2373217.52972876
7926,1853873.06963712,2374567.63337875
7927,1852474.12055637,2374126.82080122
7928,1859081.34081611,2369713.52642273
7929,1859270.88493544,2368951.6929431
